,Time_24h,Hour,Minute,Date,Day of the week,CarCount,BikeCount,BusCount,Traffic Situation,Minute_sin,Minute_cos,Hour_sin,Hour_cos,IsDay,Day of the week_cos,Day of the week_sin
1496,14:00,14,0,25,2,86,16,12,1,0.0,1.0,-0.4999999999999997,-0.8660254037844388,1,-0.22252093395631434,0.9749279121818236
1497,14:15,14,15,25,2,81,8,20,1,1.0,2.83276944882399e-16,-0.4999999999999997,-0.8660254037844388,1,-0.22252093395631434,0.9749279121818236
1498,14:30,14,30,25,2,6,9,14,1,5.66553889764798e-16,-1.0,-0.4999999999999997,-0.8660254037844388,1,-0.22252093395631434,0.9749279121818236
1499,14:45,14,45,25,2,26,0,9,1,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,1,-0.22252093395631434,0.9749279121818236
1500,15:00,15,0,25,2,23,15,7,0,0.0,1.0,-0.7071067811865471,-0.7071067811865479,1,-0.22252093395631434,0.9749279121818236
1501,15:15,15,15,25,2,79,5,15,1,1.0,2.83276944882399e-16,-0.7071067811865471,-0.7071067811865479,1,-0.22252093395631434,0.9749279121818236
1502,15:30,15,30,25,2,11,7,10,1,5.66553889764798e-16,-1.0,-0.7071067811865471,-0.7071067811865479,1,-0.22252093395631434,0.9749279121818236
1503,15:45,15,45,25,2,134,22,29,3,-1.0,-1.8369701987210297e-16,-0.7071067811865471,-0.7071067811865479,1,-0.22252093395631434,0.9749279121818236
1504,16:00,16,0,25,2,128,23,24,3,0.0,1.0,-0.8660254037844384,-0.5000000000000004,1,-0.22252093395631434,0.9749279121818236
1505,16:15,16,15,25,2,106,22,19,1,1.0,2.83276944882399e-16,-0.8660254037844384,-0.5000000000000004,1,-0.22252093395631434,0.9749279121818236
1506,16:30,16,30,25,2,124,11,30,3,5.66553889764798e-16,-1.0,-0.8660254037844384,-0.5000000000000004,1,-0.22252093395631434,0.9749279121818236
1507,16:45,16,45,25,2,134,10,13,3,-1.0,-1.8369701987210297e-16,-0.8660254037844384,-0.5000000000000004,1,-0.22252093395631434,0.9749279121818236
1508,17:00,17,0,25,2,125,17,10,3,0.0,1.0,-0.9659258262890683,-0.25881904510252063,1,-0.22252093395631434,0.9749279121818236
1509,17:15,17,15,25,2,147,18,13,3,1.0,2.83276944882399e-16,-0.9659258262890683,-0.25881904510252063,1,-0.22252093395631434,0.9749279121818236
1510,17:30,17,30,25,2,100,10,20,1,5.66553889764798e-16,-1.0,-0.9659258262890683,-0.25881904510252063,1,-0.22252093395631434,0.9749279121818236
1511,17:45,17,45,25,2,146,17,25,3,-1.0,-1.8369701987210297e-16,-0.9659258262890683,-0.25881904510252063,1,-0.22252093395631434,0.9749279121818236
1512,18:00,18,0,25,2,142,15,34,3,0.0,1.0,-1.0,-1.8369701987210297e-16,1,-0.22252093395631434,0.9749279121818236
1513,18:15,18,15,25,2,130,24,23,3,1.0,2.83276944882399e-16,-1.0,-1.8369701987210297e-16,1,-0.22252093395631434,0.9749279121818236
1514,18:30,18,30,25,2,94,15,15,2,5.66553889764798e-16,-1.0,-1.0,-1.8369701987210297e-16,1,-0.22252093395631434,0.9749279121818236
1515,18:45,18,45,25,2,104,7,6,1,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,1,-0.22252093395631434,0.9749279121818236
1516,19:00,19,0,25,2,93,10,19,1,0.0,1.0,-0.9659258262890684,0.2588190451025203,0,-0.22252093395631434,0.9749279121818236
1517,19:15,19,15,25,2,51,8,13,0,1.0,2.83276944882399e-16,-0.9659258262890684,0.2588190451025203,0,-0.22252093395631434,0.9749279121818236
1518,19:30,19,30,25,2,97,7,7,1,5.66553889764798e-16,-1.0,-0.9659258262890684,0.2588190451025203,0,-0.22252093395631434,0.9749279121818236
1519,19:45,19,45,25,2,93,16,16,1,-1.0,-1.8369701987210297e-16,-0.9659258262890684,0.2588190451025203,0,-0.22252093395631434,0.9749279121818236
1520,20:00,20,0,25,2,105,17,17,1,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,-0.22252093395631434,0.9749279121818236
1521,20:15,20,15,25,2,66,12,20,2,1.0,2.83276944882399e-16,-0.8660254037844386,0.5000000000000001,0,-0.22252093395631434,0.9749279121818236
1522,20:30,20,30,25,2,56,16,20,1,5.66553889764798e-16,-1.0,-0.8660254037844386,0.5000000000000001,0,-0.22252093395631434,0.9749279121818236
1523,20:45,20,45,25,2,109,20,8,1,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,0,-0.22252093395631434,0.9749279121818236
1524,21:00,21,0,25,2,64,8,14,1,0.0,1.0,-0.7071067811865477,0.7071067811865474,0,-0.22252093395631434,0.9749279121818236
1525,21:15,21,15,25,2,83,6,6,2,1.0,2.83276944882399e-16,-0.7071067811865477,0.7071067811865474,0,-0.22252093395631434,0.9749279121818236
1526,21:30,21,30,25,2,107,16,14,1,5.66553889764798e-16,-1.0,-0.7071067811865477,0.7071067811865474,0,-0.22252093395631434,0.9749279121818236
1527,21:45,21,45,25,2,5,1,0,1,-1.0,-1.8369701987210297e-16,-0.7071067811865477,0.7071067811865474,0,-0.22252093395631434,0.9749279121818236
1528,22:00,22,0,25,2,5,2,1,1,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,-0.22252093395631434,0.9749279121818236
1529,22:15,22,15,25,2,12,1,2,1,1.0,2.83276944882399e-16,-0.5000000000000004,0.8660254037844384,0,-0.22252093395631434,0.9749279121818236
1530,22:30,22,30,25,2,6,0,1,1,5.66553889764798e-16,-1.0,-0.5000000000000004,0.8660254037844384,0,-0.22252093395631434,0.9749279121818236
1531,22:45,22,45,25,2,5,1,2,1,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,0,-0.22252093395631434,0.9749279121818236
1532,23:00,23,0,25,2,15,2,1,1,0.0,1.0,-0.25881904510252157,0.9659258262890681,0,-0.22252093395631434,0.9749279121818236
1533,23:15,23,15,25,2,5,0,0,1,1.0,2.83276944882399e-16,-0.25881904510252157,0.9659258262890681,0,-0.22252093395631434,0.9749279121818236
1534,23:30,23,30,25,2,8,0,1,1,5.66553889764798e-16,-1.0,-0.25881904510252157,0.9659258262890681,0,-0.22252093395631434,0.9749279121818236
1535,23:45,23,45,25,2,12,1,1,1,-1.0,-1.8369701987210297e-16,-0.25881904510252157,0.9659258262890681,0,-0.22252093395631434,0.9749279121818236
1536,00:00,0,0,26,3,14,1,2,1,0.0,1.0,0.0,1.0,0,-0.900968867902419,0.43388373911755823
1537,00:15,0,15,26,3,11,2,2,1,1.0,2.83276944882399e-16,0.0,1.0,0,-0.900968867902419,0.43388373911755823
1538,00:30,0,30,26,3,8,2,2,1,5.66553889764798e-16,-1.0,0.0,1.0,0,-0.900968867902419,0.43388373911755823
1539,00:45,0,45,26,3,10,1,2,1,-1.0,-1.8369701987210297e-16,0.0,1.0,0,-0.900968867902419,0.43388373911755823
1540,01:00,1,0,26,3,12,1,1,1,0.0,1.0,0.25881904510252074,0.9659258262890683,0,-0.900968867902419,0.43388373911755823
1541,01:15,1,15,26,3,6,1,0,1,1.0,2.83276944882399e-16,0.25881904510252074,0.9659258262890683,0,-0.900968867902419,0.43388373911755823
1542,01:30,1,30,26,3,7,1,1,1,5.66553889764798e-16,-1.0,0.25881904510252074,0.9659258262890683,0,-0.900968867902419,0.43388373911755823
1543,01:45,1,45,26,3,5,2,2,1,-1.0,-1.8369701987210297e-16,0.25881904510252074,0.9659258262890683,0,-0.900968867902419,0.43388373911755823
1544,02:00,2,0,26,3,9,2,0,1,0.0,1.0,0.49999999999999994,0.8660254037844387,0,-0.900968867902419,0.43388373911755823
1545,02:15,2,15,26,3,5,1,2,1,1.0,2.83276944882399e-16,0.49999999999999994,0.8660254037844387,0,-0.900968867902419,0.43388373911755823
1546,02:30,2,30,26,3,14,0,2,1,5.66553889764798e-16,-1.0,0.49999999999999994,0.8660254037844387,0,-0.900968867902419,0.43388373911755823
1547,02:45,2,45,26,3,12,1,1,1,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0,-0.900968867902419,0.43388373911755823
1548,03:00,3,0,26,3,7,0,0,1,0.0,1.0,0.7071067811865475,0.7071067811865476,0,-0.900968867902419,0.43388373911755823
1549,03:15,3,15,26,3,10,2,0,1,1.0,2.83276944882399e-16,0.7071067811865475,0.7071067811865476,0,-0.900968867902419,0.43388373911755823
1550,03:30,3,30,26,3,13,1,1,1,5.66553889764798e-16,-1.0,0.7071067811865475,0.7071067811865476,0,-0.900968867902419,0.43388373911755823
1551,03:45,3,45,26,3,15,1,1,1,-1.0,-1.8369701987210297e-16,0.7071067811865475,0.7071067811865476,0,-0.900968867902419,0.43388373911755823
1552,04:00,4,0,26,3,79,3,1,0,0.0,1.0,0.8660254037844386,0.5000000000000001,0,-0.900968867902419,0.43388373911755823
1553,04:15,4,15,26,3,58,3,2,0,1.0,2.83276944882399e-16,0.8660254037844386,0.5000000000000001,0,-0.900968867902419,0.43388373911755823
1554,04:30,4,30,26,3,60,8,5,1,5.66553889764798e-16,-1.0,0.8660254037844386,0.5000000000000001,0,-0.900968867902419,0.43388373911755823
1555,04:45,4,45,26,3,89,1,0,1,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,0,-0.900968867902419,0.43388373911755823
1556,05:00,5,0,26,3,64,4,0,0,0.0,1.0,0.9659258262890683,0.25881904510252074,1,-0.900968867902419,0.43388373911755823
1557,05:15,5,15,26,3,62,5,3,1,1.0,2.83276944882399e-16,0.9659258262890683,0.25881904510252074,1,-0.900968867902419,0.43388373911755823
1558,05:30,5,30,26,3,79,7,7,0,5.66553889764798e-16,-1.0,0.9659258262890683,0.25881904510252074,1,-0.900968867902419,0.43388373911755823
1559,05:45,5,45,26,3,92,12,19,1,-1.0,-1.8369701987210297e-16,0.9659258262890683,0.25881904510252074,1,-0.900968867902419,0.43388373911755823
1560,06:00,6,0,26,3,111,27,12,1,0.0,1.0,1.0,6.123233995736766e-17,1,-0.900968867902419,0.43388373911755823
1561,06:15,6,15,26,3,105,25,24,1,1.0,2.83276944882399e-16,1.0,6.123233995736766e-17,1,-0.900968867902419,0.43388373911755823
1562,06:30,6,30,26,3,84,26,12,1,5.66553889764798e-16,-1.0,1.0,6.123233995736766e-17,1,-0.900968867902419,0.43388373911755823
1563,06:45,6,45,26,3,130,19,20,3,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,1,-0.900968867902419,0.43388373911755823
1564,07:00,7,0,26,3,107,16,16,1,0.0,1.0,0.9659258262890683,-0.25881904510252063,1,-0.900968867902419,0.43388373911755823
1565,07:15,7,15,26,3,130,15,11,3,1.0,2.83276944882399e-16,0.9659258262890683,-0.25881904510252063,1,-0.900968867902419,0.43388373911755823
1566,07:30,7,30,26,3,139,28,17,3,5.66553889764798e-16,-1.0,0.9659258262890683,-0.25881904510252063,1,-0.900968867902419,0.43388373911755823
1567,07:45,7,45,26,3,91,17,25,1,-1.0,-1.8369701987210297e-16,0.9659258262890683,-0.25881904510252063,1,-0.900968867902419,0.43388373911755823
1568,08:00,8,0,26,3,139,22,16,3,0.0,1.0,0.8660254037844387,-0.4999999999999998,1,-0.900968867902419,0.43388373911755823
1569,08:15,8,15,26,3,141,11,19,3,1.0,2.83276944882399e-16,0.8660254037844387,-0.4999999999999998,1,-0.900968867902419,0.43388373911755823
1570,08:30,8,30,26,3,116,29,14,3,5.66553889764798e-16,-1.0,0.8660254037844387,-0.4999999999999998,1,-0.900968867902419,0.43388373911755823
1571,08:45,8,45,26,3,80,17,20,1,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998,1,-0.900968867902419,0.43388373911755823
1572,09:00,9,0,26,3,59,10,23,1,0.0,1.0,0.7071067811865476,-0.7071067811865475,1,-0.900968867902419,0.43388373911755823
1573,09:15,9,15,26,3,76,15,25,1,1.0,2.83276944882399e-16,0.7071067811865476,-0.7071067811865475,1,-0.900968867902419,0.43388373911755823
1574,09:30,9,30,26,3,42,10,15,0,5.66553889764798e-16,-1.0,0.7071067811865476,-0.7071067811865475,1,-0.900968867902419,0.43388373911755823
1575,09:45,9,45,26,3,31,5,27,1,-1.0,-1.8369701987210297e-16,0.7071067811865476,-0.7071067811865475,1,-0.900968867902419,0.43388373911755823
1576,10:00,10,0,26,3,40,12,26,1,0.0,1.0,0.49999999999999994,-0.8660254037844387,1,-0.900968867902419,0.43388373911755823
1577,10:15,10,15,26,3,72,15,7,1,1.0,2.83276944882399e-16,0.49999999999999994,-0.8660254037844387,1,-0.900968867902419,0.43388373911755823
1578,10:30,10,30,26,3,37,8,15,0,5.66553889764798e-16,-1.0,0.49999999999999994,-0.8660254037844387,1,-0.900968867902419,0.43388373911755823
1579,10:45,10,45,26,3,54,6,0,1,-1.0,-1.8369701987210297e-16,0.49999999999999994,-0.8660254037844387,1,-0.900968867902419,0.43388373911755823
1580,11:00,11,0,26,3,21,0,1,1,0.0,1.0,0.258819045102521,-0.9659258262890682,1,-0.900968867902419,0.43388373911755823
1581,11:15,11,15,26,3,70,9,6,1,1.0,2.83276944882399e-16,0.258819045102521,-0.9659258262890682,1,-0.900968867902419,0.43388373911755823
1582,11:30,11,30,26,3,38,3,2,1,5.66553889764798e-16,-1.0,0.258819045102521,-0.9659258262890682,1,-0.900968867902419,0.43388373911755823
1583,11:45,11,45,26,3,23,0,1,1,-1.0,-1.8369701987210297e-16,0.258819045102521,-0.9659258262890682,1,-0.900968867902419,0.43388373911755823
1584,12:00,12,0,26,3,38,5,11,1,0.0,1.0,1.2246467991473532e-16,-1.0,1,-0.900968867902419,0.43388373911755823
1585,12:15,12,15,26,3,57,9,1,1,1.0,2.83276944882399e-16,1.2246467991473532e-16,-1.0,1,-0.900968867902419,0.43388373911755823
1586,12:30,12,30,26,3,20,3,3,1,5.66553889764798e-16,-1.0,1.2246467991473532e-16,-1.0,1,-0.900968867902419,0.43388373911755823
1587,12:45,12,45,26,3,42,6,9,1,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,1,-0.900968867902419,0.43388373911755823
1588,13:00,13,0,26,3,47,11,21,1,0.0,1.0,-0.2588190451025208,-0.9659258262890683,1,-0.900968867902419,0.43388373911755823
1589,13:15,13,15,26,3,67,8,22,1,1.0,2.83276944882399e-16,-0.2588190451025208,-0.9659258262890683,1,-0.900968867902419,0.43388373911755823
1590,13:30,13,30,26,3,70,8,28,2,5.66553889764798e-16,-1.0,-0.2588190451025208,-0.9659258262890683,1,-0.900968867902419,0.43388373911755823
1591,13:45,13,45,26,3,53,7,32,1,-1.0,-1.8369701987210297e-16,-0.2588190451025208,-0.9659258262890683,1,-0.900968867902419,0.43388373911755823
1592,14:00,14,0,26,3,14,19,25,1,0.0,1.0,-0.4999999999999997,-0.8660254037844388,1,-0.900968867902419,0.43388373911755823
1593,14:15,14,15,26,3,85,16,26,2,1.0,2.83276944882399e-16,-0.4999999999999997,-0.8660254037844388,1,-0.900968867902419,0.43388373911755823
1594,14:30,14,30,26,3,84,11,34,2,5.66553889764798e-16,-1.0,-0.4999999999999997,-0.8660254037844388,1,-0.900968867902419,0.43388373911755823
1595,14:45,14,45,26,3,59,14,33,2,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,1,-0.900968867902419,0.43388373911755823
1596,15:00,15,0,26,3,94,3,12,1,0.0,1.0,-0.7071067811865471,-0.7071067811865479,1,-0.900968867902419,0.43388373911755823
1597,15:15,15,15,26,3,81,18,25,1,1.0,2.83276944882399e-16,-0.7071067811865471,-0.7071067811865479,1,-0.900968867902419,0.43388373911755823
1598,15:30,15,30,26,3,91,12,10,1,5.66553889764798e-16,-1.0,-0.7071067811865471,-0.7071067811865479,1,-0.900968867902419,0.43388373911755823
1599,15:45,15,45,26,3,107,23,13,1,-1.0,-1.8369701987210297e-16,-0.7071067811865471,-0.7071067811865479,1,-0.900968867902419,0.43388373911755823
1600,16:00,16,0,26,3,137,20,30,3,0.0,1.0,-0.8660254037844384,-0.5000000000000004,1,-0.900968867902419,0.43388373911755823
1601,16:15,16,15,26,3,121,14,32,3,1.0,2.83276944882399e-16,-0.8660254037844384,-0.5000000000000004,1,-0.900968867902419,0.43388373911755823
1602,16:30,16,30,26,3,115,26,33,3,5.66553889764798e-16,-1.0,-0.8660254037844384,-0.5000000000000004,1,-0.900968867902419,0.43388373911755823
1603,16:45,16,45,26,3,133,25,19,3,-1.0,-1.8369701987210297e-16,-0.8660254037844384,-0.5000000000000004,1,-0.900968867902419,0.43388373911755823
1604,17:00,17,0,26,3,110,10,29,2,0.0,1.0,-0.9659258262890683,-0.25881904510252063,1,-0.900968867902419,0.43388373911755823
1605,17:15,17,15,26,3,110,20,24,3,1.0,2.83276944882399e-16,-0.9659258262890683,-0.25881904510252063,1,-0.900968867902419,0.43388373911755823
1606,17:30,17,30,26,3,111,26,14,1,5.66553889764798e-16,-1.0,-0.9659258262890683,-0.25881904510252063,1,-0.900968867902419,0.43388373911755823
1607,17:45,17,45,26,3,113,20,38,3,-1.0,-1.8369701987210297e-16,-0.9659258262890683,-0.25881904510252063,1,-0.900968867902419,0.43388373911755823
1608,18:00,18,0,26,3,134,13,29,3,0.0,1.0,-1.0,-1.8369701987210297e-16,1,-0.900968867902419,0.43388373911755823
1609,18:15,18,15,26,3,148,14,21,3,1.0,2.83276944882399e-16,-1.0,-1.8369701987210297e-16,1,-0.900968867902419,0.43388373911755823
1610,18:30,18,30,26,3,92,15,18,1,5.66553889764798e-16,-1.0,-1.0,-1.8369701987210297e-16,1,-0.900968867902419,0.43388373911755823
1611,18:45,18,45,26,3,71,2,17,1,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,1,-0.900968867902419,0.43388373911755823
1612,19:00,19,0,26,3,61,0,17,1,0.0,1.0,-0.9659258262890684,0.2588190451025203,0,-0.900968867902419,0.43388373911755823
1613,19:15,19,15,26,3,85,6,11,1,1.0,2.83276944882399e-16,-0.9659258262890684,0.2588190451025203,0,-0.900968867902419,0.43388373911755823
1614,19:30,19,30,26,3,79,11,8,1,5.66553889764798e-16,-1.0,-0.9659258262890684,0.2588190451025203,0,-0.900968867902419,0.43388373911755823
1615,19:45,19,45,26,3,80,17,11,1,-1.0,-1.8369701987210297e-16,-0.9659258262890684,0.2588190451025203,0,-0.900968867902419,0.43388373911755823
1616,20:00,20,0,26,3,95,5,7,1,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,-0.900968867902419,0.43388373911755823
1617,20:15,20,15,26,3,108,1,15,1,1.0,2.83276944882399e-16,-0.8660254037844386,0.5000000000000001,0,-0.900968867902419,0.43388373911755823
1618,20:30,20,30,26,3,55,20,11,1,5.66553889764798e-16,-1.0,-0.8660254037844386,0.5000000000000001,0,-0.900968867902419,0.43388373911755823
1619,20:45,20,45,26,3,56,8,19,1,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,0,-0.900968867902419,0.43388373911755823
1620,21:00,21,0,26,3,57,14,6,1,0.0,1.0,-0.7071067811865477,0.7071067811865474,0,-0.900968867902419,0.43388373911755823
1621,21:15,21,15,26,3,90,11,10,1,1.0,2.83276944882399e-16,-0.7071067811865477,0.7071067811865474,0,-0.900968867902419,0.43388373911755823
1622,21:30,21,30,26,3,109,20,6,1,5.66553889764798e-16,-1.0,-0.7071067811865477,0.7071067811865474,0,-0.900968867902419,0.43388373911755823
1623,21:45,21,45,26,3,11,2,2,1,-1.0,-1.8369701987210297e-16,-0.7071067811865477,0.7071067811865474,0,-0.900968867902419,0.43388373911755823
1624,22:00,22,0,26,3,13,1,1,1,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,-0.900968867902419,0.43388373911755823
1625,22:15,22,15,26,3,5,2,1,1,1.0,2.83276944882399e-16,-0.5000000000000004,0.8660254037844384,0,-0.900968867902419,0.43388373911755823
1626,22:30,22,30,26,3,5,1,1,1,5.66553889764798e-16,-1.0,-0.5000000000000004,0.8660254037844384,0,-0.900968867902419,0.43388373911755823
1627,22:45,22,45,26,3,7,2,0,1,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,0,-0.900968867902419,0.43388373911755823
1628,23:00,23,0,26,3,10,2,1,1,0.0,1.0,-0.25881904510252157,0.9659258262890681,0,-0.900968867902419,0.43388373911755823
1629,23:15,23,15,26,3,11,0,0,1,1.0,2.83276944882399e-16,-0.25881904510252157,0.9659258262890681,0,-0.900968867902419,0.43388373911755823
1630,23:30,23,30,26,3,10,0,1,1,5.66553889764798e-16,-1.0,-0.25881904510252157,0.9659258262890681,0,-0.900968867902419,0.43388373911755823
1631,23:45,23,45,26,3,13,1,1,1,-1.0,-1.8369701987210297e-16,-0.25881904510252157,0.9659258262890681,0,-0.900968867902419,0.43388373911755823
1632,00:00,0,0,27,4,5,2,2,1,0.0,1.0,0.0,1.0,0,-0.9009688679024191,-0.433883739117558
1633,00:15,0,15,27,4,14,1,1,1,1.0,2.83276944882399e-16,0.0,1.0,0,-0.9009688679024191,-0.433883739117558
1634,00:30,0,30,27,4,10,0,0,1,5.66553889764798e-16,-1.0,0.0,1.0,0,-0.9009688679024191,-0.433883739117558
1635,00:45,0,45,27,4,15,0,1,1,-1.0,-1.8369701987210297e-16,0.0,1.0,0,-0.9009688679024191,-0.433883739117558
1636,01:00,1,0,27,4,11,2,0,1,0.0,1.0,0.25881904510252074,0.9659258262890683,0,-0.9009688679024191,-0.433883739117558
1637,01:15,1,15,27,4,8,2,0,1,1.0,2.83276944882399e-16,0.25881904510252074,0.9659258262890683,0,-0.9009688679024191,-0.433883739117558
1638,01:30,1,30,27,4,8,2,1,1,5.66553889764798e-16,-1.0,0.25881904510252074,0.9659258262890683,0,-0.9009688679024191,-0.433883739117558
1639,01:45,1,45,27,4,10,1,2,1,-1.0,-1.8369701987210297e-16,0.25881904510252074,0.9659258262890683,0,-0.9009688679024191,-0.433883739117558
1640,02:00,2,0,27,4,13,1,2,1,0.0,1.0,0.49999999999999994,0.8660254037844387,0,-0.9009688679024191,-0.433883739117558
1641,02:15,2,15,27,4,5,1,0,1,1.0,2.83276944882399e-16,0.49999999999999994,0.8660254037844387,0,-0.9009688679024191,-0.433883739117558
1642,02:30,2,30,27,4,10,1,1,1,5.66553889764798e-16,-1.0,0.49999999999999994,0.8660254037844387,0,-0.9009688679024191,-0.433883739117558
1643,02:45,2,45,27,4,6,1,2,1,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0,-0.9009688679024191,-0.433883739117558
1644,03:00,3,0,27,4,6,2,2,1,0.0,1.0,0.7071067811865475,0.7071067811865476,0,-0.9009688679024191,-0.433883739117558
1645,03:15,3,15,27,4,6,2,0,1,1.0,2.83276944882399e-16,0.7071067811865475,0.7071067811865476,0,-0.9009688679024191,-0.433883739117558
1646,03:30,3,30,27,4,9,2,0,1,5.66553889764798e-16,-1.0,0.7071067811865475,0.7071067811865476,0,-0.9009688679024191,-0.433883739117558
1647,03:45,3,45,27,4,11,2,2,1,-1.0,-1.8369701987210297e-16,0.7071067811865475,0.7071067811865476,0,-0.9009688679024191,-0.433883739117558
1648,04:00,4,0,27,4,31,0,4,1,0.0,1.0,0.8660254037844386,0.5000000000000001,0,-0.9009688679024191,-0.433883739117558
1649,04:15,4,15,27,4,29,2,4,1,1.0,2.83276944882399e-16,0.8660254037844386,0.5000000000000001,0,-0.9009688679024191,-0.433883739117558
1650,04:30,4,30,27,4,76,0,5,2,5.66553889764798e-16,-1.0,0.8660254037844386,0.5000000000000001,0,-0.9009688679024191,-0.433883739117558
1651,04:45,4,45,27,4,51,6,5,2,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,0,-0.9009688679024191,-0.433883739117558
1652,05:00,5,0,27,4,69,1,0,2,0.0,1.0,0.9659258262890683,0.25881904510252074,1,-0.9009688679024191,-0.433883739117558
1653,05:15,5,15,27,4,42,7,2,1,1.0,2.83276944882399e-16,0.9659258262890683,0.25881904510252074,1,-0.9009688679024191,-0.433883739117558
1654,05:30,5,30,27,4,42,10,1,1,5.66553889764798e-16,-1.0,0.9659258262890683,0.25881904510252074,1,-0.9009688679024191,-0.433883739117558
1655,05:45,5,45,27,4,38,8,2,1,-1.0,-1.8369701987210297e-16,0.9659258262890683,0.25881904510252074,1,-0.9009688679024191,-0.433883739117558
1656,06:00,6,0,27,4,25,9,3,1,0.0,1.0,1.0,6.123233995736766e-17,1,-0.9009688679024191,-0.433883739117558
1657,06:15,6,15,27,4,72,0,4,2,1.0,2.83276944882399e-16,1.0,6.123233995736766e-17,1,-0.9009688679024191,-0.433883739117558
1658,06:30,6,30,27,4,78,8,5,2,5.66553889764798e-16,-1.0,1.0,6.123233995736766e-17,1,-0.9009688679024191,-0.433883739117558
1659,06:45,6,45,27,4,45,7,0,1,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,1,-0.9009688679024191,-0.433883739117558
1660,07:00,7,0,27,4,75,6,2,2,0.0,1.0,0.9659258262890683,-0.25881904510252063,1,-0.9009688679024191,-0.433883739117558
1661,07:15,7,15,27,4,77,7,1,2,1.0,2.83276944882399e-16,0.9659258262890683,-0.25881904510252063,1,-0.9009688679024191,-0.433883739117558
1662,07:30,7,30,27,4,34,3,2,1,5.66553889764798e-16,-1.0,0.9659258262890683,-0.25881904510252063,1,-0.9009688679024191,-0.433883739117558
1663,07:45,7,45,27,4,49,4,2,2,-1.0,-1.8369701987210297e-16,0.9659258262890683,-0.25881904510252063,1,-0.9009688679024191,-0.433883739117558
1664,08:00,8,0,27,4,40,4,2,1,0.0,1.0,0.8660254037844387,-0.4999999999999998,1,-0.9009688679024191,-0.433883739117558
1665,08:15,8,15,27,4,44,9,5,2,1.0,2.83276944882399e-16,0.8660254037844387,-0.4999999999999998,1,-0.9009688679024191,-0.433883739117558
1666,08:30,8,30,27,4,70,0,2,1,5.66553889764798e-16,-1.0,0.8660254037844387,-0.4999999999999998,1,-0.9009688679024191,-0.433883739117558
1667,08:45,8,45,27,4,63,7,0,2,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998,1,-0.9009688679024191,-0.433883739117558
1668,09:00,9,0,27,4,126,21,7,1,0.0,1.0,0.7071067811865476,-0.7071067811865475,1,-0.9009688679024191,-0.433883739117558
1669,09:15,9,15,27,4,117,38,11,3,1.0,2.83276944882399e-16,0.7071067811865476,-0.7071067811865475,1,-0.9009688679024191,-0.433883739117558
1670,09:30,9,30,27,4,101,41,17,3,5.66553889764798e-16,-1.0,0.7071067811865476,-0.7071067811865475,1,-0.9009688679024191,-0.433883739117558
1671,09:45,9,45,27,4,125,35,19,3,-1.0,-1.8369701987210297e-16,0.7071067811865476,-0.7071067811865475,1,-0.9009688679024191,-0.433883739117558
1672,10:00,10,0,27,4,147,43,10,3,0.0,1.0,0.49999999999999994,-0.8660254037844387,1,-0.9009688679024191,-0.433883739117558
1673,10:15,10,15,27,4,140,22,18,3,1.0,2.83276944882399e-16,0.49999999999999994,-0.8660254037844387,1,-0.9009688679024191,-0.433883739117558
1674,10:30,10,30,27,4,142,44,6,3,5.66553889764798e-16,-1.0,0.49999999999999994,-0.8660254037844387,1,-0.9009688679024191,-0.433883739117558
1675,10:45,10,45,27,4,147,45,8,3,-1.0,-1.8369701987210297e-16,0.49999999999999994,-0.8660254037844387,1,-0.9009688679024191,-0.433883739117558
1676,11:00,11,0,27,4,137,26,14,3,0.0,1.0,0.258819045102521,-0.9659258262890682,1,-0.9009688679024191,-0.433883739117558
1677,11:15,11,15,27,4,129,40,13,3,1.0,2.83276944882399e-16,0.258819045102521,-0.9659258262890682,1,-0.9009688679024191,-0.433883739117558
1678,11:30,11,30,27,4,131,30,9,3,5.66553889764798e-16,-1.0,0.258819045102521,-0.9659258262890682,1,-0.9009688679024191,-0.433883739117558
